50.0233,37.4980
50.0233,37.4981
50.0233,37.4981
50.0233,37.4981
49.9835,37.5961
49.6656,38.3242
49.3314,39.0448
49.0616,39.6137
48.9210,40.1469
48.9722,40.9331
49.0339,41.7522
49.1447,42.5382
49.1012,43.1402
48.8932,43.7319
48.6081,44.4743
48.3344,44.9374
47.7858,45.5474
47.2364,46.1225
46.7643,46.5794
46.0987,47.0144
45.4516,47.4747
44.8643,47.7676
44.2802,47.9901
43.6672,48.0971
42.8735,48.1204
42.2723,48.1283
41.7687,47.9440
41.5727,47.6526
41.2873,47.0653
40.9469,46.3175
40.6261,45.8862
40.1294,45.3703
39.6577,45.0854
39.0131,44.9624
38.2381,44.7851
37.6796,44.6341
37.3924,44.8255
36.9201,45.2298
36.3411,45.7729
35.7405,46.2921
35.2331,46.7184
34.5820,47.0568
34.0726,47.3413
33.3071,47.5301
32.6162,47.7263
31.9375,47.7580
31.1458,47.8193
30.3288,47.9040
29.5420,48.0114
28.7599,48.1486
27.9579,48.3264
27.3213,48.4978
27.0138,48.3342
26.2862,47.9530
25.5985,47.5580
24.9250,47.1379
24.3066,46.7899
23.5977,46.4325
23.0485,46.1286
22.4574,45.9115
21.6782,45.7812
21.0470,45.7598
20.2256,45.7575
19.4810,45.7545
19.4807,45.7545
19.2706,46.2549
19.0796,46.8600
19.0208,47.4804
18.9070,48.2660
18.7199,48.7095
18.5642,48.8383
18.0100,48.9924
17.2674,49.0379
16.6822,48.9386
16.0427,48.7227
15.2885,48.6006
14.5098,48.4471
13.7125,48.2505
12.9510,48.0259
12.1975,47.7758
11.4456,47.5209
10.9147,47.4221
10.1216,47.3821
9.3018,47.3330
8.5112,47.2614
7.7245,47.1553
7.0990,47.1359
6.4477,47.1967
5.6676,47.3459
4.8724,47.5518
4.1104,47.7755
3.4569,48.0052
2.7572,48.0954
1.9752,48.2387
1.1956,48.3901
0.3992,48.5912
-0.2276,48.6401
-1.0194,48.6996
-1.8371,48.7783
-2.6253,48.8744
-3.3080,48.9055
-4.1014,48.9383
-4.4316,48.9544
-4.8671,48.6352
-5.3772,48.0273
-5.9475,47.4362
-6.3497,46.9590
-6.7967,46.3029
-7.2574,45.6563
-7.7450,45.0296
-8.1592,44.5495
-8.7348,44.3047
-9.4559,43.9671
-10.1613,43.5988
-10.8045,43.3626
-11.3895,43.2387
-11.9037,43.1773
-12.3701,43.3067
-13.0432,43.7230
-13.6945,44.1770
-14.0794,44.6319
-14.6131,45.2194
-15.1323,45.7541
-15.6357,46.0182
-16.3263,46.4100
-16.9904,46.8452
-17.4492,47.0747
-18.0510,47.2583
-18.8419,47.3215
-19.6595,47.4010
-20.4479,47.4956
-21.2337,47.6102
-22.0428,47.7519
-22.6095,47.8518
-23.2666,47.8594
-24.0762,47.9978
-24.6707,48.0716
-25.4648,48.0645
-26.2861,48.0598
-27.0801,48.0540
-27.8741,48.0470
-28.6681,48.0384
-29.4894,48.0276
-30.1142,48.0801
-30.8977,48.2092
-31.5985,48.3524
-32.3332,48.3874
-32.9144,48.2325
-33.6966,47.9829
-34.3004,47.7277
-34.9833,47.3227
-35.6739,46.8782
-36.3282,46.4286
-36.9722,45.9642
-37.6082,45.4889
-38.2380,45.0055
-38.8849,44.4993
-39.4854,44.0228
-40.1264,43.5092
-40.7443,43.0105
-41.3609,42.5103
-41.9766,42.0089
-42.5916,41.5068
-43.2274,40.9867
-43.6073,40.6001
-44.0801,39.9622
-44.5995,39.3259
-44.8861,38.7967
-45.0945,38.2679
-45.0561,37.8602
-44.7596,37.3087
-44.5515,36.9648
-43.9413,36.5353
-43.5198,36.4255
-42.7860,36.3957
-41.9947,36.3353
-41.2049,36.2533
-40.6703,36.2930
-39.8687,36.4715
-39.3131,36.6231
-38.5203,36.6396
-37.6999,36.6769
-36.9067,36.7293
-36.1150,36.8032
-35.2991,36.9101
-34.5148,37.0378
-33.8921,37.0932
-33.0981,37.0708
-32.2772,37.0401
-31.4844,36.9945
-30.6933,36.9265
-29.8795,36.8231
-29.1016,36.6740
-28.5006,36.7024
-27.6808,36.7577
-26.8902,36.8303
-26.1024,36.9279
-25.3420,37.0530
-24.6621,37.0235
-23.8683,36.9884
