49.1210,-36.7799
48.9807,-36.5773
48.7881,-36.1235
48.7753,-35.4445
48.7612,-34.6233
48.7382,-33.8293
48.6994,-33.0363
48.6355,-32.2450
48.5109,-31.4595
48.3611,-30.6774
48.1933,-29.8721
48.0173,-29.1464
48.0081,-28.4670
47.9749,-27.8330
47.9749,-27.8323
48.1872,-27.1931
48.4020,-26.5957
48.5234,-25.8169
48.5412,-25.1929
48.5204,-24.6686
48.3109,-24.3233
48.1824,-23.9552
47.8936,-23.7565
47.2480,-23.2947
46.5896,-22.8042
46.1114,-22.4339
45.4860,-22.1556
44.7691,-21.9899
44.2102,-21.8839
43.4163,-21.8989
42.6227,-21.9240
41.8294,-21.9565
41.4398,-22.1242
41.1012,-22.4213
40.9385,-22.9120
40.6832,-23.6924
40.4145,-24.4394
40.1325,-25.1817
39.8120,-25.9380
39.4597,-26.4925
39.0802,-27.0265
38.5833,-27.5417
37.9654,-27.9397
37.3183,-28.3980
36.7960,-28.7632
36.0606,-29.0537
35.4404,-29.2624
34.6671,-29.4429
33.8779,-29.6695
33.1235,-29.9167
32.3831,-30.2030
31.6272,-30.5240
30.9146,-30.8739
30.2149,-31.2486
29.6100,-31.5657
29.0267,-31.7973
28.2651,-32.0269
27.4885,-32.2919
26.8429,-32.4225
26.0705,-32.6048
25.2839,-32.8411
24.7447,-32.9197
23.9538,-32.9904
23.1659,-33.0828
22.3492,-33.1827
21.5652,-33.3185
20.7627,-33.5026
20.2213,-33.4990
19.6870,-33.4166
18.9386,-33.1449
18.1794,-32.8330
17.4569,-32.5027
16.8743,-32.3561
16.0858,-32.1262
15.3388,-31.8569
14.7307,-31.5989
13.9340,-31.4148
13.3999,-31.3234
12.6059,-31.3272
11.7845,-31.3268
10.9904,-31.3264
10.1964,-31.3259
9.3750,-31.3253
8.7485,-31.3450
7.9735,-31.5171
7.1769,-31.7167
6.5601,-31.8260
5.7702,-31.9064
4.9833,-32.0110
4.1746,-32.1541
3.5475,-32.1645
2.7533,-32.1747
1.9595,-32.1886
1.1657,-32.2075
0.3721,-32.2332
-0.4485,-32.2690
-1.2411,-32.3153
-2.0327,-32.3762
-2.8226,-32.4559
-3.6369,-32.5631
-4.4194,-32.6964
-5.0743,-32.6537
-5.8648,-32.5799
-6.6511,-32.4757
-7.3277,-32.3995
-8.1202,-32.4478
-8.9115,-32.5120
-9.7281,-32.5998
-10.4389,-32.6988
-11.1414,-32.6109
-11.9508,-32.4765
-12.7315,-32.3302
-13.4288,-32.1684
-13.9778,-31.8194
-14.6396,-31.3810
-15.3013,-30.8944
-15.9277,-30.4065
-16.5687,-29.8930
-17.0471,-29.5771
-17.7584,-29.2245
-18.4565,-28.8472
-19.1570,-28.4183
-19.6867,-28.2813
-20.2637,-28.0976
-21.0261,-28.0831
-21.8473,-28.0660
-22.6411,-28.0445
-23.4346,-28.0169
-24.2552,-27.9804
-25.0481,-27.9359
-25.6425,-28.0238
-26.2967,-28.0676
-27.1175,-28.1013
-27.9103,-28.1446
-28.7022,-28.2014
-29.5199,-28.2783
-30.3079,-28.3746
-31.0922,-28.4976
-31.8707,-28.6530
-32.4658,-28.6593
-33.2573,-28.5996
-34.0474,-28.5210
-34.8355,-28.4236
-35.6476,-28.3002
-36.4286,-28.1567
-37.1545,-27.9991
-37.6644,-27.6873
-38.2256,-27.3394
-38.5812,-26.7937
-38.9122,-26.2606
-39.3116,-25.5405
-39.7323,-24.8674
-40.1842,-24.2149
-40.5483,-23.7283
-41.1159,-23.2613
-41.6465,-23.0507
-42.2799,-22.7807
-42.9812,-22.6886
-43.7629,-22.5492
-44.5368,-22.3715
-44.8014,-22.2995
-44.9036,-22.4849
-45.1596,-23.0515
-45.4283,-23.7978
-45.7119,-24.5397
-46.0199,-25.2715
-46.3379,-26.0288
-46.6719,-26.7491
-47.0134,-27.4659
-47.3787,-28.1709
-47.6347,-28.6820
-47.7804,-29.3544
-47.8799,-30.1384
-48.0095,-30.9218
-48.1716,-31.7271
-48.3571,-32.4991
-48.5720,-33.2636
-48.8160,-34.0192
-49.0881,-34.7651
-49.3974,-35.5261
-49.6277,-36.1381
-49.7108,-36.7855
-49.7134,-37.6069
-49.6672,-38.2611
-49.6007,-39.0523
-49.4520,-39.6888
-49.2047,-40.4719
-48.9519,-41.2245
-48.6849,-41.9722
-48.3930,-42.7399
-48.1054,-43.4505
-47.7804,-44.2047
-47.4490,-44.9262
-47.1002,-45.6393
-46.7333,-46.3434
-46.3483,-47.0377
-45.9306,-47.7448
-45.5082,-48.4171
-45.4026,-48.5804
-44.6593,-48.7521
-43.8945,-48.9657
-43.3057,-49.0518
-42.7237,-49.1845
-42.0422,-49.4064
-41.3907,-49.4329
-40.5987,-49.4895
-39.7808,-49.5664
-38.9926,-49.6624
-38.2078,-49.7836
-37.7024,-49.7212
-36.9293,-49.5415
-36.3290,-49.5415
-35.7080,-49.6126
-35.1169,-49.7344
-34.3232,-49.7262
-33.5018,-49.7290
-32.7078,-49.7325
-31.9137,-49.7373
-31.0923,-49.7441
-30.2984,-49.7528
-29.5044,-49.7643
-28.6831,-49.7799
-27.8893,-49.7994
-27.0957,-49.8243
-26.2749,-49.8569
-25.4819,-49.8965
-24.6893,-49.9454
-24.0089,-49.9068
-23.1981,-49.7766
-22.4184,-49.6272
-21.6441,-49.4517
-20.8507,-49.2400
-20.0928,-49.0036
-19.3460,-48.7346
-18.5868,-48.4215
-17.8672,-48.0862
-17.1623,-47.7211
-16.9677,-47.6144
-16.7270,-46.9195
-16.4550,-46.1736
-16.1415,-45.4144
-15.8336,-44.6825
-15.5966,-44.2941
-14.9809,-43.7493
-14.3774,-43.2333
-13.8904,-42.9411
-13.3375,-42.7624
-12.5177,-42.7215
-11.9119,-42.5544
-11.1314,-42.2995
-10.5191,-42.1509
-9.7444,-41.9773
-8.9495,-41.7714
-8.1935,-41.5289
-7.6089,-41.4098
-6.9556,-41.4004
-6.1617,-41.4153
-5.4467,-41.4357
-4.7685,-41.6348
-4.1476,-41.7368
-3.4404,-41.8473
-2.7062,-41.8109
-1.9137,-41.7635
-1.3746,-41.7948
-0.5791,-42.0188
-0.0505,-42.2902
0.3605,-42.6838
0.9640,-43.2409
1.3078,-43.3978
1.8930,-43.5229
2.4525,-43.4363
3.2155,-43.2173
3.9713,-42.9702
4.7454,-42.6932
5.4821,-42.3997
6.0657,-42.2767
6.6848,-42.2788
7.3169,-42.3419
7.3170,-42.3419
7.3166,-42.3418
7.3167,-42.3418
7.3170,-42.3419
7.3171,-42.3419
7.3172,-42.3419
7.6373,-42.6006
7.8439,-42.9209
7.9785,-43.5030
8.0974,-44.2871
8.2471,-45.0665
8.3784,-45.6310
8.8128,-46.0359
9.0222,-46.2290
9.0290,-46.2281
9.0285,-46.2274
9.4297,-46.4547
9.9405,-46.6405
10.7236,-46.8894
11.2924,-46.9559
12.0820,-47.0504
12.8700,-47.1454
13.6807,-47.2782
14.2456,-47.3372
15.0395,-47.3204
15.8607,-47.3003
16.6542,-47.2748
17.4476,-47.2419
18.2677,-47.1981
19.0599,-47.1439
19.6903,-47.0908
20.1631,-46.8746
20.7916,-46.3526
21.0953,-45.9361
21.5283,-45.2705
22.0014,-44.5991
22.4706,-43.9878
22.4730,-43.9864
22.8953,-44.0937
23.4283,-44.5818
24.0503,-45.1180
24.5502,-45.4487
25.0280,-45.8154
25.6168,-46.3478
25.6809,-46.4051
25.6799,-46.4053
25.6777,-46.4072
26.2113,-46.5069
26.8159,-46.7491
27.3261,-46.8393
28.1098,-46.9680
28.9102,-47.1523
29.6721,-47.3743
